run_id,model,task,config,style,attempt,result,detail,file,raw_file,export_truncated,v2_result,v2_detail,notes,checked_at
53,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,naive,3,PASS,compiles=1 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/naive/a3_PASS.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/naive/a3_PASS.raw.md,1,NOT_CHECKED,,exported .lean has only 1540 of 3620 chars - READ raw_file INSTEAD,
54,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a1_FAIL.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
55,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a2_FAIL.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
56,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,structured,3,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a3_FAIL.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
57,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,structured,4,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a4_FAIL.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
58,claude-sonnet-4-6,suffix_closed_minimal,Lean4-none,structured,5,FAIL,compiles=0 sorry=0,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a5_FAIL.lean,Lean4-none/claude-sonnet-4-6/suffix_closed_minimal/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
765,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,chain_of_thought,1,PASS,compiles=1 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a1_PASS.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a1_PASS.raw.md,,NOT_CHECKED,,,
755,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,naive,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
756,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,naive,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
757,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,naive,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
758,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,naive,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
759,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,naive,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
760,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
761,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
762,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,structured,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
763,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,structured,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
764,deepseek-v4-pro,impossible_dfa_exact,Lean4-mathlib,structured,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_dfa_exact/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
288,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
289,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,chain_of_thought,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
290,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,chain_of_thought,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a3_FAIL.raw.md,,NOT_CHECKED,,,
291,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,chain_of_thought,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a4_FAIL.raw.md,,NOT_CHECKED,,,
292,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,chain_of_thought,5,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a5_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/chain_of_thought/a5_FAIL.raw.md,,NOT_CHECKED,,,
282,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,naive,1,PASS,compiles=1 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/naive/a1_PASS.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/naive/a1_PASS.raw.md,,NOT_CHECKED,,,
283,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,structured,1,FAIL,compiles=0 sorry=3,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
284,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
285,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,structured,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
286,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,structured,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
287,deepseek-v4-pro,impossible_dfa_exact,Lean4-none,structured,5,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a5_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_dfa_exact/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
770,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-mathlib,chain_of_thought,1,ERROR,compiles=0 sorry=None,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a1_ERROR.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a1_ERROR.raw.md,,NOT_CHECKED,,,
766,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-mathlib,naive,1,PASS,compiles=1 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a1_PASS.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a1_PASS.raw.md,,NOT_CHECKED,,,
767,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
768,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
769,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-mathlib,structured,3,ERROR,compiles=0 sorry=None,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a3_ERROR.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a3_ERROR.raw.md,,NOT_CHECKED,,,
301,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
302,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,chain_of_thought,2,PASS,compiles=1 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a2_PASS.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/chain_of_thought/a2_PASS.raw.md,,NOT_CHECKED,,,
293,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,naive,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
294,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,naive,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
295,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,naive,3,PASS,compiles=1 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a3_PASS.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/naive/a3_PASS.raw.md,,NOT_CHECKED,,,
296,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
297,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
298,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,structured,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
299,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,structured,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
300,deepseek-v4-pro,impossible_prefix_is_suffix,Lean4-none,structured,5,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a5_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_is_suffix/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
754,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,chain_of_thought,1,PASS,compiles=1 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a1_PASS.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a1_PASS.raw.md,,NOT_CHECKED,,,
748,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,naive,1,PASS,compiles=1 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a1_PASS.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a1_PASS.raw.md,,NOT_CHECKED,,,
749,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
750,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
751,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,structured,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
752,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,structured,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
753,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-mathlib,structured,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
277,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
278,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,chain_of_thought,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
279,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,chain_of_thought,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a3_FAIL.raw.md,,NOT_CHECKED,,,
280,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,chain_of_thought,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a4_FAIL.raw.md,,NOT_CHECKED,,,
281,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,chain_of_thought,5,PASS,compiles=1 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a5_PASS.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/chain_of_thought/a5_PASS.raw.md,,NOT_CHECKED,,,
269,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,naive,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
270,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,naive,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
271,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,naive,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
272,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,naive,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
273,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,naive,5,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a5_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
274,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,structured,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
275,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,structured,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
276,deepseek-v4-pro,impossible_prefix_suffix_concat,Lean4-none,structured,3,PASS,compiles=1 sorry=0,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a3_PASS.lean,Lean4-none/deepseek-v4-pro/impossible_prefix_suffix_concat/structured/a3_PASS.raw.md,,NOT_CHECKED,,,
671,deepseek-v4-pro,obs_table_build,Lean4-mathlib,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a1_FAIL.raw.md,,NOT_CHECKED,,,
672,deepseek-v4-pro,obs_table_build,Lean4-mathlib,chain_of_thought,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
673,deepseek-v4-pro,obs_table_build,Lean4-mathlib,chain_of_thought,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a3_FAIL.raw.md,,NOT_CHECKED,,,
674,deepseek-v4-pro,obs_table_build,Lean4-mathlib,chain_of_thought,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a4_FAIL.raw.md,,NOT_CHECKED,,,
675,deepseek-v4-pro,obs_table_build,Lean4-mathlib,chain_of_thought,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/chain_of_thought/a5_FAIL.raw.md,,NOT_CHECKED,,,
661,deepseek-v4-pro,obs_table_build,Lean4-mathlib,naive,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
662,deepseek-v4-pro,obs_table_build,Lean4-mathlib,naive,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a2_FAIL.raw.md,,NOT_CHECKED,,,
663,deepseek-v4-pro,obs_table_build,Lean4-mathlib,naive,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a3_FAIL.raw.md,,NOT_CHECKED,,,
664,deepseek-v4-pro,obs_table_build,Lean4-mathlib,naive,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a4_FAIL.raw.md,,NOT_CHECKED,,,
665,deepseek-v4-pro,obs_table_build,Lean4-mathlib,naive,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/naive/a5_FAIL.raw.md,,NOT_CHECKED,,,
666,deepseek-v4-pro,obs_table_build,Lean4-mathlib,structured,1,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a1_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a1_FAIL.raw.md,,NOT_CHECKED,,,
667,deepseek-v4-pro,obs_table_build,Lean4-mathlib,structured,2,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a2_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a2_FAIL.raw.md,,NOT_CHECKED,,,
668,deepseek-v4-pro,obs_table_build,Lean4-mathlib,structured,3,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a3_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a3_FAIL.raw.md,,NOT_CHECKED,,,
669,deepseek-v4-pro,obs_table_build,Lean4-mathlib,structured,4,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a4_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a4_FAIL.raw.md,,NOT_CHECKED,,,
670,deepseek-v4-pro,obs_table_build,Lean4-mathlib,structured,5,FAIL,compiles=0 sorry=0,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a5_FAIL.lean,Lean4-mathlib/deepseek-v4-pro/obs_table_build/structured/a5_FAIL.raw.md,,NOT_CHECKED,,,
195,deepseek-v4-pro,obs_table_build,Lean4-none,chain_of_thought,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a1_FAIL.raw.md,1,NOT_CHECKED,,exported .lean has only 847 of 1470 chars - READ raw_file INSTEAD,
196,deepseek-v4-pro,obs_table_build,Lean4-none,chain_of_thought,2,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a2_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a2_FAIL.raw.md,,NOT_CHECKED,,,
197,deepseek-v4-pro,obs_table_build,Lean4-none,chain_of_thought,3,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a3_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a3_FAIL.raw.md,,NOT_CHECKED,,,
198,deepseek-v4-pro,obs_table_build,Lean4-none,chain_of_thought,4,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a4_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a4_FAIL.raw.md,,NOT_CHECKED,,,
199,deepseek-v4-pro,obs_table_build,Lean4-none,chain_of_thought,5,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a5_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/chain_of_thought/a5_FAIL.raw.md,,NOT_CHECKED,,,
190,deepseek-v4-pro,obs_table_build,Lean4-none,naive,1,FAIL,compiles=0 sorry=0,Lean4-none/deepseek-v4-pro/obs_table_build/naive/a1_FAIL.lean,Lean4-none/deepseek-v4-pro/obs_table_build/naive/a1_FAIL.raw.md,,NOT_CHECKED,,,
